filename	place	building	detail	date	calc	camera	product	year	film	nr
gsch-1995-01-01					1995			1995	01	1
gsch-1995-01-02	München	Nordendstr. 19			1995			1995	01	2
gsch-1995-01-03	München	Nordendstr. 19			1995			1995	01	3
gsch-1995-01-04	München	Nordendstr. 19			1995			1995	01	4
gsch-1995-01-05	München	Nordendstr. 19			1995			1995	01	5
gsch-1995-01-06	München	Nordendstr. 19			1995			1995	01	6
gsch-1995-01-07	München	Nordendstr. 19			1995			1995	01	7
gsch-1995-01-08	München	Nordendstr. 19			1995			1995	01	8
gsch-1995-01-09	München	Nordendstr. 19			1995			1995	01	9
gsch-1995-01-10	München	Nordendstr. 19			1995			1995	01	10
gsch-1995-01-11	München	Nordendstr. 19			1995			1995	01	11
gsch-1995-01-12	München	Nordendstr. 19			1995			1995	01	12
gsch-1995-01-13	München	Nordendstr. 19			1995			1995	01	13
gsch-1995-01-14	München	Nordendstr. 19			1995			1995	01	14
gsch-1995-01-15	München	Nordendstr. 19			1995			1995	01	15
gsch-1995-01-16	München	Leipartstr. 26			1995			1995	01	16
gsch-1995-01-17	München	Leipartstr. 26			1995			1995	01	17
gsch-1995-01-18	München	Leipartstr. 26			1995			1995	01	18
gsch-1995-01-19	München	Leipartstr. 26			1995			1995	01	19
gsch-1995-01-20	München	Leipartstr. 26			1995			1995	01	20
gsch-1995-01-21	München	Leipartstr. 26			1995			1995	01	21
gsch-1995-01-22	München	Leipartstr. 26			1995			1995	01	22
gsch-1995-01-23	München	Leipartstr. 26			1995			1995	01	23
gsch-1995-01-24	München	Leipartstr. 26			1995			1995	01	24
gsch-1995-01-25	München	Leipartstr. 26			1995			1995	01	25
gsch-1995-01-26	München	Leipartstr. 26			1995			1995	01	26
gsch-1995-01-27	München	Leipartstr. 26			1995			1995	01	27
gsch-1995-01-28	München	Leipartstr. 26			1995			1995	01	28
gsch-1995-01-29	München	Leipartstr. 26			1995			1995	01	29
gsch-1995-01-30	München	Leipartstr. 26			1995			1995	01	30
gsch-1995-01-31	München	Leipartstr. 26			1995			1995	01	31
gsch-1995-01-32	München	Leipartstr. 26			1995			1995	01	32
gsch-1995-01-33	Dresden			16.2.1995	1995-02-16			1995	01	33
gsch-1995-01-34	Dresden			16.2.1995	1995-02-16			1995	01	34
gsch-1995-01-35	Dresden	Zwinger		16.2.1995	1995-02-16			1995	01	35
gsch-1995-01-36	Dresden	Zwinger		16.2.1995	1995-02-16			1995	01	36
gsch-1995-02-01					1995	Nikon	Agfa CT100	1995	02	1
gsch-1995-02-02	(Doubl. v. 950137)				1995	Nikon	Agfa CT100	1995	02	2
gsch-1995-02-03	Dresden	Schloß			1995	Nikon	Agfa CT100	1995	02	3
gsch-1995-02-04	Dresden	Frauenkirche			1995	Nikon	Agfa CT100	1995	02	4
gsch-1995-02-05	Dresden	Frauenkirche			1995	Nikon	Agfa CT100	1995	02	5
gsch-1995-02-06	Leipzig	Elbe u. Hofkirche		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	6
gsch-1995-02-07	Leipzig	Konsumzentrale	Industriestr., F. Höger	17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	7
gsch-1995-02-08	Leipzig	Konsumzentrale		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	8
gsch-1995-02-09	Leipzig	Konsumzentrale		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	9
gsch-1995-02-10	Leipzig	Industriestr.		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	10
gsch-1995-02-11	Leipzig	Industriestr.		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	11
gsch-1995-02-12	Leipzig	Naturkundemuseum		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	12
gsch-1995-02-13	Leipzig	Romanushaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	13
gsch-1995-02-14	Leipzig	Romanushaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	14
gsch-1995-02-15	Leipzig	Romanushaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	15
gsch-1995-02-16	Leipzig	Romanushaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	16
gsch-1995-02-17	Leipzig	Sachsenplatz		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	17
gsch-1995-02-18	Leipzig	Fregehaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	18
gsch-1995-02-19	Leipzig	Fregehaus	Hof	17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	19
gsch-1995-02-20	Leipzig	Fregehaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	20
gsch-1995-02-21	Leipzig	Katharinenstr.		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	21
gsch-1995-02-22	Leipzig	Katharinenstr.		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	22
gsch-1995-02-23	Leipzig	Alte Börse		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	23
gsch-1995-02-24	Leipzig	Alte Börse		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	24
gsch-1995-02-25	Leipzig	Universität, Haupteingang		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	25
gsch-1995-02-26	Leipzig	Krochhochhaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	26
gsch-1995-02-27	Leipzig	ehem. Dresdner Bank	M. Dülfer	17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	27
gsch-1995-02-28	Leipzig	ehem. Dresdner Bank		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	28
gsch-1995-02-29	Leipzig	Untergrundmessehalle, Eingang		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	29
gsch-1995-02-30	Leipzig	Thomasgasse/Petersstraße (Ri. Rathaus)		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	30
gsch-1995-02-31	Leipzig	Burgplatz (Ri. Zentrum)		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	31
gsch-1995-02-32	Leipzig	Rathaus	H. Licht	17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	32
gsch-1995-02-33	Leipzig	Rathaus		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	33
gsch-1995-02-34	Leipzig	Klingerhaus (total entkernt)		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	34
gsch-1995-02-35	Leipzig	Schillerstr.		17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	35
gsch-1995-02-36	Leipzig	Concentrahaus	Petersstr.	17.2.1995	1995-02-17	Nikon	Agfa CT100	1995	02	36
gsch-1995-03-01					1995	Nikon	Agfa CT 100i	1995	03	1
gsch-1995-03-02	Leipzig	Hainstr.		(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	2
gsch-1995-03-03	Leipzig	Hainstr.	Hof	(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	3
gsch-1995-03-04	Leipzig	Hainstr.	Fassade	(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	4
gsch-1995-03-05	Leipzig	Hainstr., Messeamt	A. Roßbach 1891/92	(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	5
gsch-1995-03-06	Leipzig	Hainstr., Messeamt		(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	6
gsch-1995-03-07	Leipzig	Blick v. Trödlerring z. Hotel Intercontinental		(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	7
gsch-1995-03-08	Leipzig	Blick v. Trödlerring z. Hotel Intercontinental		(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	8
gsch-1995-03-09	Leipzig	Blick v. Trödlerring z. Hotel Intercontinental		(Fr. 17.2.1995)	1995-02-17	Nikon	Agfa CT 100i	1995	03	9
gsch-1995-03-10	Erfurt	Reglerkirche		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	10
gsch-1995-03-11	Erfurt	Reglerpalais		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	11
gsch-1995-03-12	Erfurt	Barfüßerkirche		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	12
gsch-1995-03-13	Erfurt	Barfüßerkirche		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	13
gsch-1995-03-14	Erfurt	Predigerkirche		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	14
gsch-1995-03-15	Erfurt	Predigerkirche		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	15
gsch-1995-03-16	Erfurt	Predigergasse 20/21		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	16
gsch-1995-03-17	Erfurt	Predigergasse 20/21		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	17
gsch-1995-03-18	Erfurt	Markt		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	18
gsch-1995-03-19	Erfurt	Krämerbrücke		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	19
gsch-1995-03-20	Erfurt	Krämerbrücke		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	20
gsch-1995-03-21	Erfurt	Dom		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	21
gsch-1995-03-22	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	22
gsch-1995-03-23	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	23
gsch-1995-03-24	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	24
gsch-1995-03-25	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	25
gsch-1995-03-26	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	26
gsch-1995-03-27	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	27
gsch-1995-03-28	Erfurt	Dom / Triangel		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	28
gsch-1995-03-29	Erfurt	St. Severi / Severigrab		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	29
gsch-1995-03-30	Erfurt	St. Severi / Severigrab		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	30
gsch-1995-03-31	Erfurt	St. Severi / Severigrab		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	31
gsch-1995-03-32	Erfurt	St. Severi / Severigrab		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	32
gsch-1995-03-33	Erfurt	ehem. St. Peter u. Paul		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	33
gsch-1995-03-34	Erfurt	Blick v. Petersberg		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	34
gsch-1995-03-35	Erfurt	ehem. St. Peter u. Paul		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	35
gsch-1995-03-36	Erfurt	ehem. St. Peter u. Paul		18.2.1995	1995-02-18	Nikon	Agfa CT 100i	1995	03	36
gsch-1995-04-01	Erfurt	Blick v. Petersberg		(Sa. 18.2.1995)	1995-02-18	Nikon	Agfa CT100i	1995	04	1
gsch-1995-04-02	Erfurt	Blick v. Petersberg		(Sa. 18.2.1995)	1995-02-18	Nikon	Agfa CT100i	1995	04	2
gsch-1995-04-03	Großkorbeta	Bahnhof		(Sa. 18.2.1995)	1995-02-18	Nikon	Agfa CT100i	1995	04	3
gsch-1995-04-04	Großkorbeta	Bahnhof		(Sa. 18.2.1995)	1995-02-18	Nikon	Agfa CT100i	1995	04	4
gsch-1995-04-05	Leipzig	Bahnhof		(Sa. 18.2.1995)	1995-02-18	Nikon	Agfa CT100i	1995	04	5
gsch-1995-04-06	Leipzig	Nürnberger Str.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	6
gsch-1995-04-07	Leipzig	Nürnberger Str. / Anatomie		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	7
gsch-1995-04-08	Leipzig	Nürnberger Str. / Studentenwohnheim		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	8
gsch-1995-04-09	Leipzig	Nürnberger Str. / Studentenwohnheim		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	9
gsch-1995-04-10	Leipzig	Nürnberger Str.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	10
gsch-1995-04-11	Leipzig	Nürnberger Str.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	11
gsch-1995-04-12	Leipzig	Bayer. Bahnhof		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	12
gsch-1995-04-13	Leipzig	Bayer. Bahnhof		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	13
gsch-1995-04-14	Leipzig	Bayer. Bahnhof		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	14
gsch-1995-04-15	Leipzig	Windmühlenstr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	15
gsch-1995-04-16	Leipzig	Windmühlenstr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	16
gsch-1995-04-17	Leipzig	Windmühlenstr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	17
gsch-1995-04-18	Leipzig	Grünewaldstr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	18
gsch-1995-04-19	Leipzig	Grünewaldstr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	19
gsch-1995-04-20	Leipzig	Nonnenstr. / Gleisstr. ?		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	20
gsch-1995-04-21	Leipzig	Nonnenstr. (ehem. Spinnerei)		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	21
gsch-1995-04-22	Leipzig	Nonnenstr. (ehem. Spinnerei)		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	22
gsch-1995-04-23	Leipzig	Nonnenstr. (ehem. Spinnerei)		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	23
gsch-1995-04-24	Leipzig	Nonnenstr. / Industriestr.?		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	24
gsch-1995-04-25	Leipzig	Elster an ehem. Spinnerei		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	25
gsch-1995-04-26	Leipzig	Holbeinstr. / Industriestr.		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	26
gsch-1995-04-27	Leipzig	Meyersche Häuser b. Grünau 		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	27
gsch-1995-04-28	Leipzig	Meyersche Häuser b. Grünau		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	28
gsch-1995-04-29	Leipzig	Meyersche Häuser b. Grünau		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	29
gsch-1995-04-30	Leipzig	Meyersche Häuser b. Grünau		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	30
gsch-1995-04-31	Leipzig	Meyersche Häuser b. Grünau		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	31
gsch-1995-04-32	Leipzig	Dufourstraße?		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	32
gsch-1995-04-33	Leipzig	Dufourstraße?		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	33
gsch-1995-04-34	Leipzig	K. Liebknechtstr.?		So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	34
gsch-1995-04-35	Leipzig	K. Liebknechtstr.	Gewerkschaftshaus (Volkshaus)	So. 19.2.1995	1995-02-19	Nikon	Agfa CT100i	1995	04	35
gsch-1995-04-36	Leipzig	Augustusplatz m. Universitätshochhaus		Mo. 20.2.1995	1995-02-20	Nikon	Agfa CT100i	1995	04	36
gsch-1995-05-01					1995	Nikon	Fuji RD 100	1995	05	1
gsch-1995-05-02	Leipzig	Messegel.	Betonhallen (W. Kreis)	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	2
gsch-1995-05-03	Leipzig	Messegel.	Halle 11	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	3
gsch-1995-05-04	Leipzig	Messegel.	sowjet. Ausstellungshalle	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	4
gsch-1995-05-05	Leipzig	sowjet. Ausstellungs		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	5
gsch-1995-05-06	Leipzig	Großmarkthalle	H. Ritter	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	6
gsch-1995-05-07	Leipzig	Großmarkthalle	H. Ritter	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	7
gsch-1995-05-08	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	8
gsch-1995-05-09	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	9
gsch-1995-05-10	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	10
gsch-1995-05-11	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	11
gsch-1995-05-12	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	12
gsch-1995-05-13	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	13
gsch-1995-05-14	Leipzig	Siedlung Rundling		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	14
gsch-1995-05-15	Leipzig	(Bornaische Str.? K. Liebknechtstr.?)		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	15
gsch-1995-05-16	Leipzig	Fichtestr.		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	16
gsch-1995-05-17	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	17
gsch-1995-05-18	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	18
gsch-1995-05-19	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	19
gsch-1995-05-20	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	20
gsch-1995-05-21	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	21
gsch-1995-05-22	Leipzig	ehem. Reichsgericht		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	22
gsch-1995-05-23	Leipzig	Univ. Bibl.		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	23
gsch-1995-05-24	Leipzig	Rathaus		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	24
gsch-1995-05-25	Leipzig	Dittrichring 21	(Musikhochschule) A. Käppler 1908	(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	25
gsch-1995-05-26	Leipzig	Barfußgäßchen (?)		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	26
gsch-1995-05-27	Leipzig	Barfußgäßchen (?)		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	27
gsch-1995-05-28	Leipzig	Gr. Blumenberg		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	28
gsch-1995-05-29	Leipzig	Herderinstitut		(Mo. 20.2.1995)	1995-02-20	Nikon	Fuji RD 100	1995	05	29
gsch-1995-05-30	Saaletal			Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	30
gsch-1995-05-31	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	31
gsch-1995-05-32	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	32
gsch-1995-05-33	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	33
gsch-1995-05-34	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	34
gsch-1995-05-35	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	35
gsch-1995-05-36	München	Nordendstr.		Di. 21.2.1995	1995-02-21	Nikon	Fuji RD 100	1995	05	36
gsch-1995-06-01	München	Leiphartstr.	Selbstportr.		1995	Nikon	Fuji RD 100	1995	06	1
gsch-1995-06-02	München	Leiphartstr.			1995	Nikon	Fuji RD 100	1995	06	2
gsch-1995-06-03	München	Leiphartstr.			1995	Nikon	Fuji RD 100	1995	06	3
gsch-1995-06-04	München	Nordendstr.	Wohnung	(März)	1995	Nikon	Fuji RD 100	1995	06	4
gsch-1995-06-05	München	Nordendstr.		(März)	1995	Nikon	Fuji RD 100	1995	06	5
gsch-1995-06-06	München	Nordendstr.		(März)	1995	Nikon	Fuji RD 100	1995	06	6
gsch-1995-06-07	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	7
gsch-1995-06-08	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	8
gsch-1995-06-09	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	9
gsch-1995-06-10	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	10
gsch-1995-06-11	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	11
gsch-1995-06-12	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	12
gsch-1995-06-13	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	13
gsch-1995-06-14	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	14
gsch-1995-06-15	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	15
gsch-1995-06-16	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	16
gsch-1995-06-17	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	17
gsch-1995-06-18	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	18
gsch-1995-06-19	München	Leiphartstr.		(E. April)	1995	Nikon	Fuji RD 100	1995	06	19
gsch-1995-06-20	München	Nordendstr.	Schreibtisch	(E. April)	1995	Nikon	Fuji RD 100	1995	06	20
gsch-1995-06-21	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	21
gsch-1995-06-22	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	22
gsch-1995-06-23	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	23
gsch-1995-06-24	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	24
gsch-1995-06-25	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	25
gsch-1995-06-26	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	26
gsch-1995-06-27	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	27
gsch-1995-06-28	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	28
gsch-1995-06-29	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	29
gsch-1995-06-30	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	30
gsch-1995-06-31	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	31
gsch-1995-06-32	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	32
gsch-1995-06-33	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	33
gsch-1995-06-34	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	34
gsch-1995-06-35	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	35
gsch-1995-06-36	München	Leiphartstr.		30.4.1995	1995-04-30	Nikon	Fuji RD 100	1995	06	36
gsch-1995-07-01	Berlin	Lützowplatz (?)			1995	Nikon	Fuji RD 100	1995	07	1
gsch-1995-07-02	Berlin	Margaretenstr. , Kammermusiksaal	H. Scharoun		1995	Nikon	Fuji RD 100	1995	07	2
gsch-1995-07-03	Berlin	St. Matthäi	Stüler		1995	Nikon	Fuji RD 100	1995	07	3
gsch-1995-07-04	Berlin	St. Matthäi			1995	Nikon	Fuji RD 100	1995	07	4
gsch-1995-07-05	Berlin	St. Matthäi			1995	Nikon	Fuji RD 100	1995	07	5
gsch-1995-07-06	Berlin	St. Matthäi			1995	Nikon	Fuji RD 100	1995	07	6
gsch-1995-07-07	Berlin	St. Matthäi			1995	Nikon	Fuji RD 100	1995	07	7
gsch-1995-07-08	Berlin	Niederwallstr. (?)			1995	Nikon	Fuji RD 100	1995	07	8
gsch-1995-07-09	Berlin	Teltower Park, Sowjet. Ehrenmal			1995	Nikon	Fuji RD 100	1995	07	9
gsch-1995-07-10	Berlin	Teltower Park, Sowjet. Ehrenmal			1995	Nikon	Fuji RD 100	1995	07	10
gsch-1995-07-11	Berlin	Bismarckstr. 			1995	Nikon	Fuji RD 100	1995	07	11
gsch-1995-07-12	Berlin	Behrenstr. (?), Hotel Maritim	"Edelplatte"		1995	Nikon	Fuji RD 100	1995	07	12
gsch-1995-07-13	Berlin	Friedrichstr., Quartier 207	J. Nouvel		1995	Nikon	Fuji RD 100	1995	07	13
gsch-1995-07-14	Berlin	Friedrichstr., Quartier 207			1995	Nikon	Fuji RD 100	1995	07	14
gsch-1995-07-15	Berlin	Friedrichstr., Quartier 207			1995	Nikon	Fuji RD 100	1995	07	15
gsch-1995-07-16	Berlin	Friedrichstr., Quartier 207	I. M. Pei		1995	Nikon	Fuji RD 100	1995	07	16
gsch-1995-07-17	Berlin	Friedrichstr., Quartier 207			1995	Nikon	Fuji RD 100	1995	07	17
gsch-1995-07-18	Berlin	Friedrichstr., Quartier 207			1995	Nikon	Fuji RD 100	1995	07	18
gsch-1995-07-19	Berlin	Friedrichstr., Quartier 207			1995	Nikon	Fuji RD 100	1995	07	19
gsch-1995-07-20	Berlin	Friedrichstr., Quartier 207	O. Ungers		1995	Nikon	Fuji RD 100	1995	07	20
gsch-1995-07-21	Berlin	Friedrichstr. / Mohrenstr.	"Edelplatte"		1995	Nikon	Fuji RD 100	1995	07	21
gsch-1995-07-22	Berlin	Friedrichstr.	O. Ungers		1995	Nikon	Fuji RD 100	1995	07	22
gsch-1995-07-23	Berlin	Friedrichstr. / Mohrenstr.			1995	Nikon	Fuji RD 100	1995	07	23
gsch-1995-07-24	Berlin	Friedrichstr.			1995	Nikon	Fuji RD 100	1995	07	24
