Ressourcen-ID(s)#Ressourcen-Typ#Beigetragen von#META: Querverweise#DIA: Medientyp#DIA: Dimensionen#META: Export#META: Stichworte#META: Stichworte intern#META: Bemerkungen#META: Bearbeitungsstand#META: Bearbeiter*in#Titel#Original Dateiname#BILD: Vollbilddigilib#BILD: Vollbilddigilib modfied#META:Vollbild Bearbeitung#META: Behälter#Abteilung#Systematik#DIA: externe Referenzen (Dia/Foto)#BILD: Fotograf*in#BILD: Datierung#BILD: Kamera#BILD: Film#BILD: Vorlage#BILD: Vorlage Seite#BILD: Entwicklung#BILD: Lizenz#DIA: Beschreibung#DIA: Beschriftung#DIA: sonstige Kennzeichnungen#DIA: Inventarnummer#DIA: Inventarnummer historisch#DIA:Inventarnummer (Zahl)#DIA Stempel Sammlung#DIA: Hersteller*in#DIA: Stempel Hersteller*in#DIA: Datierung#OBJEKT: Ort#OBJEKT: Bezeichnung#BILD:Bildauschnitt/Objektdetail#OBJEKT:Ikonografie#OBJEKT: Künstler*in#OBJEKT: Datierung#OBJEKT: Lizenz Werk#OBJEKT: external ID#OBJEKT: external URL#OBJEKT: external link#OBJEKT: Abgeb. Person#OBJEKT: Museum/Sammlung#Person(en)#Quelle#DOI#Beschriftung#Entnommener Text#Datum#Urheber#Anmerkungen#Kamera#DIA: Fach/Behaelter
21911#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb###(aus Bestand IKB)#Erfassungsstufe II Grunddaten#Schelbert#238.71#238.71.jpg#dias-feist/FSTP_238.71_d##Rohscan##Feist###Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)#(neu gerahmt)#Henry MOORE / Draped reclining figure / (Time & Life House, London) / 1952/53  L. 172 / Köln, WRM / Besitz HUB Foto PH Feist '64##(wie Dateiname)########Moore, Draped Reclining Figure (1952, Serie) (Q5305835)###Moore, Henry (1898-1986) (Q151097)#1952-1953###############
21889#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.15#115.15.jpg#dias-feist/FSTP_115.15_d##Rohscan##Feist###Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##Ikone, griech. Dreifaltigkeit / Altenburg, Lindenau mus. 1964##(wie Dateiname)########Griechische Ikone, Dreifaltigkeit (Q0)##########Altenburg, Lindenau-Museum (Q878678)#########
21859#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.45#115.45.jpg#dias-feist/FSTP_115.45_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##Rom, Konservat. Palast / Röm. Wölfin '64##(wie Dateiname)########Römische Plastik, Kapitolinische Wölfin (Q408623)#Detail##unbekannt#######Rom, Musei Capitolini (Q333906)#########
21840#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.56#115.56.jpg#dias-feist/FSTP_115.56_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##Jüngling von Subiaco, Niobide, Kopie / Rom, Thermenmus. u.E. 4. Jh. 64##(wie Dateiname)########Römische Plastik, Jüngling von Subiaco (Subiaco Ephebe) (Q0)###unbekannt#1. Jh. n. Chr.######Rom, Museum Palazzo Massimo alle Terme (Q510071)#########
21824#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.70#115.70.jpg#dias-feist/FSTP_115.70_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##röm. Plastik: Elagabal (218-222) / Rom, Kapitolin. Mus. 1964##(wie Dateiname)########Römische Plastik, Büste des Elagabal (Q0)###unbekannt#218-222 n. Chr.#####Elagabal (204-222 n. Chr.) (Q1762)#Rom, Musei Capitolini (Q333906)#########
21819#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Schelbert#115.65#115.65.jpg#dias-feist/FSTP_115.65_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00 00:00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##ROM, Trajanssäule / 113 u.Z.  '64##(wie Dateiname)#######Rom (Italien, Latium) (Q220) (GC 41.8933, 12.4829)#Rom, Trajanssäule (Q192784)#Basis und unterer Teil des Schaftes###113###############
21817#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Schelbert#115.63#115.63.jpg#dias-feist/FSTP_115.63_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00 00:00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##ROM, Sept.-Severus- / Bogen (193-211) / '64##(wie Dateiname)#######Rom (Italien, Latium) (Q220) (GC 41.8933, 12.4829)#Rom, Septimius Severus-Bogen (Q162353)###################
21816#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Schelbert#115.62#115.62.jpg#dias-feist/FSTP_115.62_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00 00:00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##ROM, Konstantinsbogen / '64##(wie Dateiname)#######Rom (Italien, Latium) (Q220) (GC 41.8933, 12.4829)#Rom, Konstantinsbogen (Q5786) (GC 41.88983, 12.49061)#Detail##################
21807#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.79#115.79.jpg#dias-feist/FSTP_115.79_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##röm. Plastik: Augustus v. Via / Labicana / Rom, Thermenmus. '64##(wie Dateiname)########Römische Plastik, Augustus der Via Labicana (Q1445773)###unbekannt#12 v. Chr.#####Augustus (63 v. Chr.-14 n. Chr.) (Q1405)#Rom, Museum Palazzo Massimo alle Terme (Q510071)#########
21806#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Chinellato#115.78#115.78.jpg#dias-feist/FSTP_115.78_d##Rohscan##Feist#PLASTIK / SKULPTUR##Feist, Peter H. (Q1250020)#1964-00-00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##Büste d. Ks. Probus 276-282 / Rom, Kapitolin. Mus. 64##(wie Dateiname)########Römische Plastik, Büste des Probus (Q0)####276-282 n. Chr.#####Marcus Aurelius Probus (232-282) (Q187068)#Rom, Musei Capitolini (Q333906)#########
21713#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD,ddb####Erfassungsstufe II Grunddaten#Schelbert#236.88#236.88.jpg#dias-feist/FSTP_236.88_d##Rohscan##Feist###Feist, Peter H. (Q1250020)#1964-00-00 00:00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)##BERLIN, K.-Marx-Allee / Deutschlandtreffen Pfingsten 1964##(wie Dateiname)#######Berlin (Deutschland) (Q64) (GC 52.51667, 13.38333)#Berlin, Karl-Marx-Allee (Q683226),Berlin, Deutschlandtreffen der Jugend 1964 (Q1206375)###################
21683#Foto#Projektredaktion##Kleinbilddia-Umkehrfilm / 35mm Reversal film,Kleinbilddia-Rahmen / slide frame (5x5cm)##prometheusFD####Erfassungsstufe II Grunddaten#Schelbert#236.58#236.58.jpg#dias-feist/FSTP_236.58_d##Rohscan##Feist###Feist, Peter H. (Q1250020)#1964-00-00 00:00######CC BY SA 4.0 international (https://creativecommons.org/licenses/by-sa/4.0/legalcode)#neu gerahmt#Ernst W. NAY / Gelbe Chromatik 1960 / 125 x 200 cm // Essen, Folkwang / '64##(wie Dateiname)###P. H. Feist#####Nay, Gelbe Chromatik (Q0)###Nay, Ernst Wilhelm (1902-1968) (Q644630)#1960#alle Rechte vorbehalten#####Essen, Museum Folkwang (Q125634)#########
